,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
1532,1610,kolkataderby,kolkata derby,kolkataderby,kolkatader by,kolkataderb y,kolkata der by,ko lkataderby,k olkataderby,kol kataderby,kolkat a derby,kolk ataderby,roman,228668,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""kolkata"", ""labels"": [""Named Entity""]}]",kolkataderby,4,1418,2021-12-19T10:25:04.004512Z,2021-12-19T10:25:04.004559Z,8.535,kolkata derby,kolkata derby,kolkata der by,kol kata derby,kolkat a derby,kolkataderby,kolkatader by,kolk at a derby,kolka taderby,kolka ta derby,kolk ataderby
1533,1611,indiragandhi,indira gandhi,indiragandhi,in diragandhi,indiragandh i,indiragand hi,i ndiragandhi,indira gand hi,ind iragandhi,indiragan dhi,indi ragandhi,roman,228667,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""indira"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 12, ""text"": ""gandhi"", ""labels"": [""Named Entity""]}]",indiragandhi,4,1417,2021-12-19T10:24:51.857695Z,2021-12-19T10:24:51.857744Z,8.537,indira gandhi,indiragandhi,indira gandhi,indi ragandhi,in dira gandhi,in diragandhi,indir agandhi,indira gan dhi,indira g and hi,indi ra gandhi,indirag and hi
1534,1612,faidafixhai,faidafixhai,faidafixha i,faidafix hai,faidafixh ai,f aidafixhai,fa idafixhai,fai dafixhai,faida fix hai,faidafix ha i,faida fixhai,roman,228666,$8,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,faidafixhai,4,1416,2021-12-19T10:24:41.356355Z,2021-12-19T10:24:41.356402Z,11.628,faida fix hai,faida fix hai,fai dafixhai,fai dafix hai,fai da fixhai,faida fixhai,faidafixhai,fai dafi xhai,faida fi xhai,fai da fi xhai,faida fixha i
1535,1613,mastervijayenteringnorth,mastervijayenteringnorth,mastervijayentering north,mastervijayenteringnort h,m astervijayenteringnorth,master vijayenteringnorth,ma stervijayenteringnorth,mast ervijayenteringnorth,mastervijayenteringnor th,mas tervijayenteringnorth,mastervijayenteringn orth,roman,228664,None,Hashtag has named entities,"[{""start"": 6, ""end"": 11, ""text"": ""vijay"", ""labels"": [""Named Entity""]}]",master vijay entering north,4,1415,2021-12-19T10:24:26.406804Z,2021-12-19T10:24:26.406854Z,32.81,master vijay entering north,master vijay entering north,mastervijay entering north,master vi jay entering north,master vijay enter ingnorth,master vijay enter ing north,master vijay enteringnorth,mastervijay enteringnorth,master vijayenteringnorth,mastervijayenteringnorth,master vijayentering north
1536,1614,periyardeathanniversary,periyardeathanniversary,periyardeathanniversar y,per iyardeathanniversary,p eriyardeathanniversary,periyar death anniversary,pe riyardeathanniversary,periyardeath anniversary,periyardeathanniversa ry,peri yardeathanniversary,periyardeathannivers ary,roman,228663,$5,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""periyar"", ""labels"": [""Named Entity""]}]",periyardeathanniversary,4,1414,2021-12-19T10:23:51.365007Z,2021-12-19T10:23:51.365053Z,15.285,periyar death anniversary,periyar death anniversary,per iyar death anniversary,p eriyar death anniversary,periy ar death anniversary,periyar deathanniversary,pe riyar death anniversary,periya r death anniversary,per i yar death anniversary,periyardeath anniversary,peri yar death anniversary
1537,1616,stopillegalarrestofarnab,stopillegalarrestofarnab,stopillegalarrestofarn ab,stopillegalarrestofarna b,s topillegalarrestofarnab,stop illegalarrestofarnab,st opillegalarrestofarnab,stopillegalarrestof arnab,stopillegalarrestofar nab,sto pillegalarrestofarnab,stopillegalarrestofarn a b,roman,228661,None,Hashtag has named entities,"[{""start"": 19, ""end"": 24, ""text"": ""arnab"", ""labels"": [""Named Entity""]}]",stop illegal arrest of arnab,4,1412,2021-12-19T10:23:20.115555Z,2021-12-19T10:23:20.115601Z,29.758,stop illegal arrest of arnab,stop illegal arrest of arnab,stopillegalarrestofarnab,stop illegal arrest ofarnab,stop illegal arrest ofarna b,stopillegal arrest of arnab,stopillegalarrest of arnab,stopillegal arrestofarnab,stopillegalarrest ofarnab,stop illegal arrestofarnab,stopillegal arrest ofarnab
1538,1617,happybirthdaysrinivas,happybirthdaysrinivas,happybirthdaysriniv as,happybirthday srinivas,happybirthdaysriniva s,happy birthday sri nivas,happy birthday srinivas,happy birth day srinivas,ha ppybirthdaysrinivas,h appybirthdaysrinivas,happy birth day sri nivas,roman,228660,$6,Hashtag has named entities,"[{""start"": 13, ""end"": 21, ""text"": ""srinivas"", ""labels"": [""Named Entity""]}]",happybirthdaysrinivas,4,1411,2021-12-19T10:22:48.518089Z,2021-12-19T10:22:48.518135Z,8.719,happy birthday srinivas,happy birthday srinivas,happybirthday srinivas,happy birth day srinivas,happy birthdaysrinivas,happy birthday sriniva s,happybirth day srinivas,happybirthdaysrinivas,happy birthday sri nivas,happy birthday srini vas,happy birthday sriniv as
1539,1618,mulayamsinghyadav,mulayam singh yadav,mulayamsingh yadav,mulayamsinghyadav,mulayamsinghyada v,m ulayamsinghyadav,mulayamsinghyad av,mu layamsinghyadav,mul ayamsinghyadav,mulayam singhyadav,mula yamsinghyadav,roman,228659,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""mulayam"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""singh"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 17, ""text"": ""yadav"", ""labels"": [""Named Entity""]}]",mulayamsinghyadav,4,1410,2021-12-19T10:22:01.804577Z,2021-12-19T10:22:01.804624Z,18.307,mulayam singh yadav,mulayam singh yadav,mulayam sing hyadav,mulayam singh ya dav,mulayam sin ghyadav,mulayam sing hya dav,mulayam singhyadav,mulay amsinghyadav,mulayam singhyada v,mulayamsinghyadav,mulayam singhyad av
1540,1619,burgerkingipo,burgerkingipo,burgerkingip o,burger king ipo,b urgerkingipo,burgerkingi po,burgerking ipo,bu rgerkingipo,burger kingipo,bur gerkingipo,burg erkingipo,roman,228658,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""burger"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 10, ""text"": ""king"", ""labels"": [""Named Entity""]}]",burgerkingipo,4,1409,2021-12-19T10:21:41.849945Z,2021-12-19T10:21:41.849989Z,16.425,burger king ipo,burger kingipo,burger king ipo,burger kingi po,burgerkingipo,burger king ip o,burgerking i po,burger king i po,burgerking ipo,burger king i p o,burger kingip o
1541,1620,trs100plus,trs100plus,trs100 plus,trs100pl us,trs100plu s,t rs100plus,trs 100plus,trs 100 plus,tr s100plus,t rs100 plus,trs100pl u s,roman,228657,$2,None,None,trs100plus,4,1408,2021-12-19T10:21:13.279256Z,2021-12-19T10:21:13.279304Z,28.547,trs100 plus,trs 100plus,trs100 plus,tr s100plus,tr s 100plus,t rs 100 plus,trs100plus,trs 100 plus,t rs100plus,tr s 100 plus,t rs 100plus
1542,1621,tanishq,tanishq,tan ishq,tanish q,tanis hq,tan is hq,tani shq,t anishq,ta nishq,tanis h q,t an ishq,roman,228656,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""tanishq"", ""labels"": [""Named Entity""]}]",tanishq,4,1407,2021-12-19T10:20:43.049007Z,2021-12-19T10:20:43.049056Z,7.043,tanishq,tanishq,ta nishq,tani shq,ta nish q,tanish q,tanis hq,tan is hq,tan ishq,t anishq,tan i shq
1543,1622,malayalam,malayalam,malay alam,malayala m,malaya lam,malaya l am,malayal am,m alayalam,ma layalam,mala yalam,malaya la m,roman,228655,$1,None,None,malayalam,4,1406,2021-12-19T10:20:33.102813Z,2021-12-19T10:20:33.102860Z,3.506,malayalam,malayalam,mala yalam,malaya lam,m alay alam,malay ala m,malayal am,malay alam,m alayalam,malayala m,mal ayalam
1544,1623,hbdarunvijay,hbdarunvijay,hbdarunvija y,hbdarunvi jay,hbdarun vijay,h bdarunvijay,hbd arun vijay,hbdarunvij ay,hb darunvijay,hbd arunvijay,hbdarunvij a y,roman,228654,$6,Hashtag has named entities,"[{""start"": 3, ""end"": 7, ""text"": ""arun"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""vijay"", ""labels"": [""Named Entity""]}]",hbdarunvijay,4,1405,2021-12-19T10:20:28.122105Z,2021-12-19T10:20:28.122149Z,13.733,hbd arun vijay,hbd arun vijay,hbdarun vijay,hbd arunvijay,h bdarun vijay,hbda runvijay,hbdarunvijay,hb darun vijay,hb darunvijay,h bdarunvijay,hbda run vijay
1545,1624,croatia,croatia,croat ia,croati a,croat i a,cro atia,c roatia,croa tia,cro ati a,cr oatia,cro at ia,roman,228653,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""croatia"", ""labels"": [""Named Entity""]}]",croatia,4,1404,2021-12-19T10:20:12.503571Z,2021-12-19T10:20:12.503618Z,6.649,croatia,croatia,cro atia,c roatia,cro at ia,croati a,croat ia,croa tia,cr oatia,cr oat ia,c ro atia
1546,1625,danceology1million,danceology1million,danceology1milli on,danceology1 million,danceology1millio n,da nceology1million,d anceology1million,danceology1mill ion,danceology1mil lion,dan ceology1million,dance ology1million,roman,228652,None,None,None,danceology 1 million,4,1403,2021-12-19T10:20:04.398987Z,2021-12-19T10:20:04.399037Z,27.284,danceology 1 million,danceology1 million,danceology 1 million,danceology1million,dance ology 1 million,danc eology 1 million,dance ology 1million,danceology 1million,dan ceology 1 million,dance ology1 million,dan c eology 1 million
1547,1626,rwc2023,rwc2023,rwc202 3,rwc 2023,rwc20 23,r wc2023,rw c2023,rwc20 2 3,rwc2 023,rwc 20 23,r w c2023,roman,228651,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""rwc"", ""labels"": [""Named Entity""]}]",rwc2023,4,1402,2021-12-19T10:19:35.025516Z,2021-12-19T10:19:35.025563Z,18.428,rwc 2023,rwc2023,rwc 20 23,rwc202 3,rwc 2023,rwc 202 3,rw c2023,rw c 2023,rwc 2 0 23,r wc 2023,rwc 20 2 3
1548,1627,mtn82020,mtn82020,mtn 8 2020,mtn8 2020,mtn820 20,m tn82020,mtn8202 0,mt n82020,mtn 8 20 20,mtn8 20 20,mtn 82020,roman,228650,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""mtn8"", ""labels"": [""Named Entity""]}]",mtn82020,4,1401,2021-12-19T10:19:15.106714Z,2021-12-19T10:19:15.106764Z,15.82,mtn8 2020,mtn82020,mtn8 2020,mtn8202 0,mtn 8 2020,mtn 8 20 20,mtn8 20 20,mtn 8202 0,mtn 82020,mtn8 202 0,mtn82 020
1549,1628,avinash,avinash,avi nash,a vinash,avin ash,avinas h,avina sh,av in ash,avin as h,a vi nash,av inash,roman,228649,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""avinash"", ""labels"": [""Named Entity""]}]",avinash,4,1400,2021-12-19T10:18:57.450547Z,2021-12-19T10:18:57.450597Z,9.334,avinash,avinash,av in ash,avinas h,avin as h,avina sh,avin ash,avi nash,a vinash,av inash,av i nash
1550,1629,lijojosepellissery,lijo jose pellissery,lijojosepellissery,lijojosepellisser y,l ijojosepellissery,li jojosepellissery,lijojosepellisse ry,lij ojosepellissery,lijo josepellissery,lijojosepelliss ery,lijojosepellis sery,roman,228648,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""lijo"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 8, ""text"": ""jose"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 18, ""text"": ""pellissery"", ""labels"": [""Named Entity""]}]",lijojosepellissery,4,1399,2021-12-19T10:18:46.711755Z,2021-12-19T10:18:46.711801Z,268.601,lijo jose pellissery,lijojosepellissery,lijo josepellissery,lijo josep ellissery,li jo josepell issery,li jojosepellissery,li jojo sepellissery,li jo josepellissery,li jo josep ellissery,li jo jo sepellissery,lijo josepell issery
1551,1630,askcpblr,askcpblr,as kcpblr,a skcpblr,askcpbl r,ask cpblr,askcpb lr,askcp blr,askcpb l r,ask cpbl r,as kcpbl r,roman,228647,$5,Hashtag has named entities,"[{""start"": 3, ""end"": 8, ""text"": ""cpblr"", ""labels"": [""Named Entity""]}]",askcpblr,4,1398,2021-12-19T10:14:15.706525Z,2021-12-19T10:14:15.706572Z,96.986,ask cpblr,ask cpblr,askcpblr,ask cpbl r,askcp blr,ask cpb l r,ask cp bl r,ask cp blr,ask cpb lr,as kcpblr,askcpb lr
1552,1631,harmanpreet,harmanpreet,harman preet,har manpreet,harmanpre et,harmanpree t,ha rmanpreet,h armanpreet,ha r manpreet,harm anpreet,harmanp reet,roman,228645,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""harmanpreet"", ""labels"": [""Named Entity""]}]",harmanpreet,4,1396,2021-12-19T10:12:24.821465Z,2021-12-19T10:12:24.821516Z,8.665,harmanpreet,harmanpreet,harman preet,h armanpreet,harman p reet,harman pree t,har manpreet,harmanpree t,ha rmanpreet,harm anpreet,harman pr eet
1553,1633,parambirvshashtags,parambirvshashtags,parambirvshashtag s,p arambirvshashtags,par ambirvshashtags,pa rambirvshashtags,parambirvshash tags,para mbirvshashtags,parambirvshashta gs,param birvshashtags,parambirvs hashtags,roman,228643,None,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""parambir"", ""labels"": [""Named Entity""]}]",parambir vs hashtags,4,1394,2021-12-19T10:12:06.527598Z,2021-12-19T10:12:06.527645Z,92.375,parambir vs hashtags,parambir vs hashtags,p arambir vs hashtags,parambi rvs hashtags,parambir vs hash tags,p arambirvs hashtags,par ambir vs hashtags,pa rambir vs hashtags,parambi r vs hashtags,parambirvs hashtags,paramb i r vs hashtags
1554,1634,justiceforjohnnydepp,justiceforjohnnydepp,justiceforjohnnydep p,justice for johnny depp,just iceforjohnnydepp,j usticeforjohnnydepp,justice forjohnnydepp,justiceforjohnnyde pp,justiceforjohnnyde p p,ju sticeforjohnnydepp,jus ticeforjohnnydepp,roman,228642,$3,Hashtag has named entities,"[{""start"": 10, ""end"": 16, ""text"": ""johnny"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 20, ""text"": ""depp"", ""labels"": [""Named Entity""]}]",justiceforjohnnydepp,4,1393,2021-12-19T10:10:30.980767Z,2021-12-19T10:10:30.980816Z,17.619,justice for johnny depp,justice for johnnydepp,justice for johnny depp,justiceforjohnnydepp,justiceforjohnny depp,justice for johnny d epp,justice forjohnnydepp,justicefor johnnydepp,justicefor johnny depp,justice for john nydepp,justice for johnnyde pp
1555,1635,greathindutemples,greathindutemples,great hindu temples,greathindutemple s,great hindutemples,greathindutempl es,greathindutemp les,greathindu temples,g reathindutemples,gr eathindutemples,gre at hindu temples,roman,228640,$2,None,None,greathindutemples,4,1282,2021-12-17T12:44:24.225984Z,2021-12-17T12:44:24.226061Z,2.95,great hindu temples,great hindu temples,greathindu temple s,g reat hindu temples,greathindu temples,great hindu temple s,gre at hindu temples,g re at hindu temples,great hind u temples,gr eat hindu temples,greathind u temples
1556,1636,covid,covid,c ovid,co vid,covi d,cov id,co v id,co v i d,cov i d,c o vid,c o v i d,roman,228639,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""covid"", ""labels"": [""Named Entity""]}]",covid,4,1281,2021-12-17T12:44:19.774636Z,2021-12-17T12:44:19.774685Z,14.282,covid,covid,covi d,cov id,cov i d,c o vid,co vid,c ovid,co v id,co vi d,c o vi d
1557,1637,congshowsaboot,congshowsaboot,congshowsaboo t,c ongshowsaboot,congshowsa boot,con gshowsaboot,co ngshowsaboot,cong showsaboot,congshowsabo ot,congshow saboot,congshowsab oot,roman,228638,None,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""cong"", ""labels"": [""Named Entity""]}]",cong show saboot,4,1280,2021-12-17T12:44:03.597411Z,2021-12-17T12:44:03.597459Z,69.008,cong show saboot,congshowsaboot,cong shows aboot,congshow saboot,cong showsaboot,cong show saboot,congshows aboot,cong shows a boot,congs hows aboot,congshows a boot,congs how saboot
1558,1638,mummykassam,mummykassam,mummy kassam,mummykassa m,mummykass am,m ummykassam,mummykas sam,mummyk assam,mu mmykassam,mum mykassam,mummy k assam,roman,228637,$2,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 5, ""text"": ""mummy"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""kassam"", ""labels"": [""Named Entity""]}]",mummykassam,4,1279,2021-12-17T12:42:52.775319Z,2021-12-17T12:42:52.775370Z,29.065,mummy kassam,mummykassam,mummy kassam,mummykas sam,mummykass am,mummyk as sam,mum my kassam,mum mykassam,mummyka ssam,mummyk assam,mummy ka ssam
1559,1639,satyamevajayate,satyameva jayate,satyamevajayate,satyamevajayat e,s atyamevajayate,satyamevajaya te,sa tyamevajayate,satyamevajay ate,sat yamevajayate,satya mevajayate,satyamevaja yate,roman,228635,$1,None,None,satyamevajayate,4,1276,2021-12-17T12:41:09.504171Z,2021-12-17T12:41:09.504219Z,5.095,satyameva jayate,satyamevajayate,satyameva jayate,satyam evajayate,sat yame vajayate,satyame vajayate,satya me vajayate,satyam eva jayate,satya meva jayate,satya mevajayate,satyam ev ajayate
1560,1640,elultimotourdelmundo,elultimotourdelmundo,elultimotourdelmun do,elultimotourdelmund o,e lultimotourdelmundo,el ultimotourdelmundo,elultimotourdel mundo,elultimotourdelm undo,elultimotour del mundo,elultimotourdelmu ndo,elultimotourdelmun d o,roman,228634,None,Hashtag has non english token ,None,el ultimo tour del mundo,4,1277,2021-12-17T12:41:59.177600Z,2021-12-17T12:41:59.177647Z,48.036,el ultimo tour del mundo,el ultimo tour del mundo,el ultimo tour de l mundo,el ultimotour del mundo,e lultimo tour del mundo,elultimo tour del mundo,elul timo tour del mundo,e l ultimo tour del mundo,el ultimo tourdel mundo,elult imo tour del mundo,elultimotour del mundo
1561,1641,ficciagm,ficciagm,ficciag m,ficci agm,ficcia gm,f icciagm,fi cciagm,ficci a gm,fic ciagm,ficcia g m,ficc iagm,roman,228633,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""ficci"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 8, ""text"": ""agm"", ""labels"": [""Named Entity""]}]",ficciagm,4,1275,2021-12-17T12:41:02.252348Z,2021-12-17T12:41:02.252397Z,33.145,ficci agm,ficciagm,ficci agm,ficci a g m,ficci ag m,ficcia gm,ficciag m,f icciagm,ficci a gm,ficcia g m,f iccia g m
1562,1642,fantastico,fantastico,fantastic o,fantasti co,fan tastico,f antastico,fantast ico,fa ntastico,fant astico,fantas tico,fanta stico,roman,228632,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""fantastico"", ""labels"": [""Named Entity""]}]",fantastico,4,1274,2021-12-17T12:40:26.800914Z,2021-12-17T12:40:26.800960Z,16.864,fantastico,fantastico,fanta stico,fan tastico,fantasti co,fan tastic o,fantastic o,fantast ico,f antastico,fantas tico,f antastic o
1563,1643,sonsuzadek,sonsuzadek,sonsuzad ek,sonsuzade k,so nsuzadek,s onsuzadek,son suzadek,sons uzadek,sonsuza dek,sonsuza d ek,sonsuzad e k,roman,228630,$8,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""sonsuza"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 10, ""text"": ""dek"", ""labels"": [""Named Entity""]}]",sonsuzadek,4,1272,2021-12-17T12:39:48.594874Z,2021-12-17T12:39:48.594924Z,22.38,sonsuza dek,sonsuzadek,sonsu zadek,sons u zadek,so nsuzadek,son suzadek,sonsuzade k,sons uzadek,s on suzadek,s onsuzadek,son su zadek
1564,1644,guwahatiroars4ssr,guwahatiroars4ssr,guwahatiroars4ss r,guwahatiroars4s sr,g uwahatiroars4ssr,gu wahatiroars4ssr,guwahatiroars4 ssr,guwahati roars4ssr,guwa hatiroars4ssr,guwahatiroars4s s r,guw ahatiroars4ssr,roman,228629,None,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""guwahati"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 17, ""text"": ""ssr"", ""labels"": [""Named Entity""]}]",guwahati roars 4 ssr,4,1271,2021-12-17T12:39:24.025306Z,2021-12-17T12:39:24.025353Z,29.322,guwahati roars 4 ssr,guwahati roars 4 ssr,guwah at iroars4ssr,guwahatiro ars4ssr,guwahati roa rs4ssr,guwahat iroars4ssr,guwahati roars 4ssr,guwahatiroars4ssr,guwahati roars4ssr,guwahati roars4 ssr,guwahati roars 4s sr
1565,1645,kamalhaasan,kamal haasan,kamalhaasan,kamalhaas an,kamalhaa san,kamalhaasa n,kamalha as an,k amalhaasan,ka malhaasan,kam alhaasan,kama lhaasan,roman,228628,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""kamal"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""haasan"", ""labels"": [""Named Entity""]}]",kamalhaasan,4,1270,2021-12-17T12:38:52.819878Z,2021-12-17T12:38:52.819927Z,13.58,kamal haasan,kamalhaasan,kamal haasan,kama lhaasan,kamalh aasan,ka malha asan,kam alhaasan,ka malhaasan,kamalha asan,kamal haa san,ka malhaas an
1566,1646,paytmwishlist,paytmwishlist,paytmwish list,paytmwishlis t,paytmwishli st,p aytmwishlist,pa ytmwishlist,paytm wishlist,pay tmwishlist,paytm wish list,paytmwishl ist,roman,228627,$7,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""paytm"", ""labels"": [""Named Entity""]}]",paytmwishlist,4,1267,2021-12-17T12:37:51.852018Z,2021-12-17T12:37:51.852073Z,11.472,paytm wishlist,paytm wishlist,pay tm wishlist,paytmwishlist,pay t m wishlist,payt m wish list,paytm wish list,pay tm wish list,paytmwish list,payt m wishlist,pay t m wish list
1567,1647,suvenduadhikari,suvendu adhikari,suvenduadhikari,suvenduadhikar i,s uvenduadhikari,suvenduadhi kari,su venduadhikari,suvenduadhika ri,suvenduadhik ari,suv enduadhikari,suvenduad hikari,roman,228626,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""suvendu"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 15, ""text"": ""adhikari"", ""labels"": [""Named Entity""]}]",suvenduadhikari,4,1268,2021-12-17T12:38:15.022120Z,2021-12-17T12:38:15.022167Z,20.828,suvendu adhikari,suvendu adhikari,suv endu adhikari,suvendu ad hikari,suven dua dhikari,suvenduadhikari,su vendu adhikari,suvendua dhikari,suven du adhikari,su venduadhikari,su vendu ad hikari
1568,1648,ripbrodielee,ripbrodielee,ripbrodiele e,rip brodie lee,ripbrodie lee,r ipbrodielee,rip brodielee,ri pbrodielee,ripbrodiel ee,ripbrodiel e e,r i p brodie lee,roman,228625,$3,Hashtag has named entities,"[{""start"": 3, ""end"": 9, ""text"": ""brodie"", ""labels"": [""Named Entity""]}, {""start"": 9, ""end"": 12, ""text"": ""lee"", ""labels"": [""Named Entity""]}]",ripbrodielee,4,1269,2021-12-17T12:38:37.078301Z,2021-12-17T12:38:37.078353Z,19.989,rip brodie lee,rip brodielee,rip brodie lee,ri pbrodielee,ripb rodielee,r ip brodielee,ripbrodielee,rip bro dielee,ripbrodie lee,ripbro dielee,r ipbrodielee
1569,1649,christmastime,christmastime,christmas time,christmastim e,christmasti me,christmas ti me,christ mas time,c hristmastime,christ masti me,christmas tim e,chris tmastime,roman,228624,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""christmas"", ""labels"": [""Named Entity""]}]",christmastime,4,1266,2021-12-17T12:37:36.864380Z,2021-12-17T12:37:36.864430Z,11.28,christmas time,christmastime,christmas t ime,christmast ime,christmas ti me,chris tmas time,christ mas time,christmas time,chris tmastime,christmas tim e,christmasti me
1570,1650,sudhirchaudharychamchahai,sudhirchaudharychamchahai,sudhirchaudharychamchaha i,sudhirchaudharychamcha hai,sudhirchaudharychamchah ai,s udhirchaudharychamchahai,su dhirchaudharychamchahai,sud hirchaudharychamchahai,sudhir chaudharychamchahai,sudhi rchaudharychamchahai,sudhirchaudharychamch ahai,roman,228623,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 6, ""text"": ""sudhir"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 15, ""text"": ""chaudhary"", ""labels"": [""Named Entity""]}]",sudhir chaudhary chamcha hai,4,1265,2021-12-17T12:37:23.743943Z,2021-12-17T12:37:23.743994Z,43.591,sudhir chaudhary chamcha hai,sudhir chaudhary chamcha hai,sudhir chaudhary chamchahai,su dhir chaudhary chamcha hai,sudhir chaudhary cha mcha hai,sudhir chaudharychamcha hai,sudhir chaudhary cham cha hai,sudhir chaudhary cham chahai,sudhir chaudharycham cha hai,sudhir chaudharychamchahai,sudhir chaudharych amcha hai
1571,1651,ehrenjan,ehrenjan,ehren jan,ehrenj an,e hrenjan,ehrenja n,eh renjan,ehre njan,ehr en jan,ehr enjan,ehren j an,roman,228621,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""ehrenjan"", ""labels"": [""Named Entity""]}]",ehrenjan,4,1263,2021-12-17T12:36:02.695188Z,2021-12-17T12:36:02.695242Z,23.829,ehrenjan,ehrenjan,eh renjan,eh ren jan,ehre njan,e hr en jan,ehren jan,e hrenjan,ehr en jan,e hren jan,eh r en jan
1572,1652,predictthescoreformyntra,predictthescoreformyntra,predictthescoreformyntr a,p redictthescoreformyntra,predictthescoreformynt ra,pre dictthescoreformyntra,pr edictthescoreformyntra,predict thescoreformyntra,predictthescoreformyn tra,pred ictthescoreformyntra,predictthescoreformynt r a,roman,228619,None,Hashtag has named entities,"[{""start"": 18, ""end"": 24, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",predict the score for myntra,4,1262,2021-12-17T12:35:36.888771Z,2021-12-17T12:35:36.888819Z,31.382,predict the score for myntra,predict the score for myntra,predict the scoreformyntra,predictthe score for myntra,predictthescore for myntra,predict the score for my n tra,predict the score for my ntra,predict the scorefor myntra,predict the score formyntra,predict t he score for myntra,predict thescore for myntra
1573,1653,thevoicebrasil,thevoicebrasil,the voice brasil,the voicebrasil,thevoicebrasi l,t hevoicebrasil,thevoicebras il,thevoice brasil,th evoicebrasil,thevoicebra sil,thevoicebr asil,roman,228618,$2,Hashtag has named entities,"[{""start"": 8, ""end"": 14, ""text"": ""brasil"", ""labels"": [""Named Entity""]}]",thevoicebrasil,4,1261,2021-12-17T12:35:03.430527Z,2021-12-17T12:35:03.430580Z,7.673,the voice brasil,the voice brasil,thevoicebrasil,thevoice brasil,t he voice brasil,t hevoice brasil,the voice brasi l,the voic ebrasil,the voice bra sil,the voicebrasil,t hevoicebrasil
1574,1654,nonamists,nonamists,nona mists,nonamist s,no namists,nonami sts,n onamists,non amists,nonamis ts,no na mists,non a mists,roman,228617,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""nonamists"", ""labels"": [""Named Entity""]}]",nonamists,4,1260,2021-12-17T12:34:54.431629Z,2021-12-17T12:34:54.431689Z,15.24,nonamists,nonamists,nona mists,nonami sts,n on a mists,no namists,non amists,n onamists,non a mists,no na mists,n on amists
